Title,Author,Avg_Rating,Total_Ratings,Votes,Score
Don't Let's Go to the Dogs Tonight: An African Childhood,Alexandra Fuller,3.97,57599,14,1043
Hoot,Carl Hiaasen,3.84,110451,16,1043
"Worlds Collide (The Land of Stories, #6)",Chris Colfer,4.48,40970,12,1043
Going After Cacciato,Tim O'Brien,3.91,14595,12,1041
"Midnight Tides (Malazan Book of the Fallen, #5)",Steven Erikson,4.43,47529,12,1041
"Page (Protector of the Small, #2)",Tamora Pierce,4.26,51772,16,1041
The Seven Storey Mountain,Thomas Merton,4.08,20820,15,1041
The Information,Martin Amis,3.61,6500,13,1041
"Pax (Pax, #1)",Sara Pennypacker,3.98,64136,12,1041
"Midnight Sacrifice (Midnight, #2)",Melinda Leigh,4.24,20820,11,1041
"The Story of the Lost Child (Neapolitan Novels, #4)",Elena Ferrante,4.46,178975,12,1040
"The Age of Reason (Roads to Freedom, #1)",Jean-Paul Sartre,3.98,15988,14,1039
"Dance of Death (Pendergast, #6; Diogenes, #2)",Douglas Preston,4.2,35444,13,1039
"The Haunted (The Hollow, #2)",Jessica Verday,4.14,15393,15,1039
Seriously... I'm Kidding,Ellen DeGeneres,3.67,110433,15,1039
Neighborhood Lines,Michael Patrick Murphy,4.37,217,12,1039
"Mio, My Son",Astrid Lindgren,4.1,15624,12,1038
"The Coldest Winter Ever (The Coldest Winter Ever, #1)",Sister Souljah,4.46,42876,12,1037
The Lowland,Jhumpa Lahiri,3.88,96372,12,1037
Annie on My Mind,Nancy Garden,4.02,55880,11,1037
A List of Cages,Robin Roe,4.24,27378,11,1037
The Library Book,Susan Orlean,3.88,123552,12,1037
She Gets the Girl,Rachael Lippincott,4.08,73811,11,1037
"Out of the Silent Planet (The Space Trilogy, #1)",C.S. Lewis,3.93,106213,15,1036
"The Jasmine Throne (The Burning Kingdoms, #1)",Tasha Suri,4.1,37617,11,1036
"Three to Get Deadly (Stephanie Plum, #3)",Janet Evanovich,4.15,162440,17,1035
"Keeping 13 (Boys of Tommen, #2)",Chloe Walsh,4.52,410793,11,1035
"Star Wars: The Last Command (The Thrawn Trilogy, #3)",Timothy Zahn,4.27,66079,13,1034
"Fade (Wake, #2)",Lisa McMann,3.91,53193,14,1034
"The Outcasts (Brotherband Chronicles, #1)",John Flanagan,4.39,32761,12,1034
Brain Damage,Freida McFadden,3.97,139336,11,1034
Nostromo,Joseph Conrad,3.81,17883,16,1033
The Beginning of Everything,Robyn Schneider,3.72,60670,11,1033
Memoirs of a Teenage Amnesiac,Gabrielle Zevin,3.66,36855,13,1033
"If Not, Winter: Fragments of Sappho",Sappho,4.43,21540,14,1033
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 6,Mò Xiāng Tóng Xiù,4.8,18577,11,1033
Laskar Pelangi,Andrea Hirata,4.26,32289,12,1032
Season of Migration to the North,Tayeb Salih,3.72,33375,13,1032
Frenchman's Creek,Daphne du Maurier,3.99,24046,14,1031
"Catching Jordan (Hundred Oaks, #1)",Miranda Kenneally,3.83,64537,12,1031
Spinning Silver,Naomi Novik,4.18,150266,12,1031
"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",Terry Brooks,3.99,73857,18,1030
Smoke Gets in Your Eyes & Other Lessons from the Crematory,Caitlin Doughty,4.22,107903,12,1030
"Lords and Ladies (Discworld, #14; Witches, #4)",Terry Pratchett,4.21,85688,18,1029
"Frostbitten (Women of the Otherworld, #10)",Kelley Armstrong,4.27,25753,13,1029
"Until I Die (Revenants, #2)",Amy Plum,4.16,29059,13,1028
The Confessions of Nat Turner,William Styron,3.96,15228,16,1028
"Two Kinds of Truth (Harry Bosch, #20; Harry Bosch Universe, #31)",Michael    Connelly,4.29,71257,12,1028
Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Jenna Miscavige Hill,3.78,41577,12,1028
Too Loud a Solitude,Bohumil Hrabal,3.97,26092,13,1027
Lucky Jim,Kingsley Amis,3.75,31997,14,1026
"Bleach, Vol. 1",Tite Kubo,4.27,195896,13,1026
The Bronze Bow,Elizabeth George Speare,4.02,27928,15,1025
"The Last Straw (Diary of a Wimpy Kid, #3)",Jeff Kinney,4.14,169892,17,1025
The Informers,Bret Easton Ellis,3.4,19923,12,1025
A Countess Below Stairs,Eva Ibbotson,3.91,21588,12,1025
Seveneves,Neal Stephenson,4.0,124572,12,1025
The Sociopath Next Door,Martha Stout,3.77,38601,12,1024
"Touch the Dark (Cassandra Palmer, #1)",Karen Chance,3.72,36882,15,1024
"Iron Crowned (Dark Swan, #3)",Richelle Mead,4.06,18681,12,1024
The Twelve Caesars,Suetonius,4.03,22719,13,1024
Saving Francesca,Melina Marchetta,3.99,33360,12,1024
"Bad Blood (The Naturals, #4)",Jennifer Lynn Barnes,4.36,145656,12,1024
"Watch Me (Shatter Me: The New Republic, #1)",Tahereh Mafi,4.27,53862,12,1024
"Sorcery & Cecelia: or The Enchanted Chocolate Pot (Cecelia and Kate, #1)",Patricia C. Wrede,4.02,21666,15,1023
Amazonia,James Rollins,4.15,35301,12,1023
"Academ's Fury (Codex Alera, #2)",Jim  Butcher,4.27,73961,13,1023
"Worth Dying For (Jack Reacher, #15)",Lee Child,4.23,103283,12,1023
"Nothing to Lose (Jack Reacher, #12)",Lee Child,3.93,78541,14,1023
"Summer of My German Soldier (Summer of My German Soldier, #1)",Bette Greene,3.7,17802,16,1022
"Inkheart / Inkspell / Inkdeath (The Inkheart Trilogy, #1-3)",Cornelia Funke,4.22,19741,13,1022
The Anubis Gates,Tim Powers,3.89,17706,13,1022
Girl in Translation,Jean Kwok,3.99,58617,12,1022
"The Firm (The Firm, #1)",John Grisham,4.26,112872,12,1022
Leaving Time,Jodi Picoult,4.0,201747,14,1021
Ash,Malinda Lo,3.63,37711,14,1021
While Time Remains: A North Korean Defector's Search for Freedom in America,Yeonmi Park,3.98,5022,11,1021
"Death at La Fenice (Commissario Brunetti, #1)",Donna Leon,3.88,42378,13,1020
"Immortal Beloved (Immortal Beloved, #1)",Cate Tiernan,4.09,15089,11,1020
"Ice Cold (Rizzoli & Isles, #8)",Tess Gerritsen,4.19,52384,13,1020
"Shadows (Lux, #0.5)",Jennifer L. Armentrout,4.08,44376,13,1020
La vie devant soi,Romain Gary,4.22,38693,12,1020
The Perfect Nanny,Leïla Slimani,3.4,123885,12,1020
"The Sandman, Vol. 4: Season of Mists",Neil Gaiman,4.53,80761,13,1019
"Only Time Will Tell (The Clifton Chronicles, #1)",Jeffrey Archer,4.11,95284,13,1019
"Live to Tell (Detective D.D. Warren, #4)",Lisa Gardner,4.18,46519,11,1018
"Bite Club (The Morganville Vampires, #10)",Rachel Caine,4.21,31392,13,1018
"Passion Unleashed (Demonica, #3)",Larissa Ione,4.28,36334,14,1018
Happy Halloween,Othen Donald Dale Cummings,4.64,55,11,1018
"The Revenge of Seven (Lorien Legacies, #5)",Pittacus Lore,4.25,54060,12,1017
"The Last Star (The 5th Wave, #3)",Rick Yancey,3.61,81421,12,1017
The Handler (Nick Reagan #1),Jeffrey S.  Stephens,4.32,652,11,1017
Zeno's Conscience,Italo Svevo,3.77,32234,14,1016
The Wright Brothers,David McCullough,4.17,98321,12,1016
"Whispers of the Dead (David Hunter, #3)",Simon Beckett,4.17,18641,13,1014
Paddy Clarke Ha Ha Ha,Roddy Doyle,3.75,24315,19,1014
"Seduction and Snacks (Chocolate Lovers, #1)",Tara Sivec,4.06,53480,15,1014
"The Monstrumologist (The Monstrumologist, #1)",Rick Yancey,3.91,20602,11,1014
Six Days of the Condor,James Grady,4.08,19487,11,1014
"The Brass Verdict (The Lincoln Lawyer, #2; Harry Bosch Universe, #19)",Michael    Connelly,4.23,95873,13,1014
"Girl, Serpent, Thorn",Melissa Bashardoust,3.64,41952,12,1014
The Christmas Sweater,Glenn Beck,3.83,17277,14,1013
"The Last Continent (Discworld, #22; Rincewind, #6)",Terry Pratchett,4.0,61855,17,1013
"Reaper's Gale (Malazan Book of the Fallen, #7)",Steven Erikson,4.39,39361,12,1013
"Naked (The Blackstone Affair, #1)",Raine Miller,4.0,74697,13,1012
"Plainsong (Plainsong, #1)",Kent Haruf,4.04,79455,14,1011
Battle Hymn of the Tiger Mother,Amy  Chua,3.67,54100,13,1011
A Briefer History of Time,Stephen W. Hawking,4.26,42840,12,1011
"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,4.29,194656,12,1011
"A ​Sky Beyond the Storm (An Ember in the Ashes, #4)",Sabaa Tahir,4.28,81686,11,1011
The Door Into Summer,Robert A. Heinlein,4.02,28566,15,1010
The Confession,John Grisham,3.93,79284,13,1010
"The Magician King (The Magicians, #2)",Lev Grossman,3.93,105182,11,1010
"The Human Stain (The American Trilogy, #3)",Philip Roth,3.92,45557,15,1009
"Valiant (New Species, #3)",Laurann Dohner,4.27,24934,14,1009
The Sot-Weed Factor,John Barth,4.12,7725,17,1008
Tick Tock,Dean Koontz,3.75,35867,13,1008
"Now You See Me (Lacey Flint, #1)",Sharon J. Bolton,4.04,22808,12,1008
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 4,Mò Xiāng Tóng Xiù,4.76,23630,11,1008
Orchard of Skeletons,Eli Wilde,4.22,1150,11,1008
"The Harlequin (Anita Blake, Vampire Hunter, #15)",Laurell K. Hamilton,3.94,46942,16,1007
"Percy Jackson and the Sword of Hades (Percy Jackson and the Olympians, #4.5)",Rick Riordan,4.26,30196,12,1007
"Breathe (Sea Breeze, #1)",Abbi Glines,3.85,84196,13,1007
"Goddess of Spring (Goddess Summoning, #2)",P.C. Cast,4.2,11153,13,1007
The Misanthrope,Molière,3.76,25430,14,1007
Uncanny Alliance (Jack Ludefance PI Series),Behcet Kaya,4.37,1092,11,1007
"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Margaret Weis,4.14,61093,12,1006
"Some Kind of Perfect (Calloway Sisters, #5)",Krista Ritchie,4.6,31449,11,1006
"Just for the Summer (Part of Your World, #3)",Abby Jimenez,4.35,1045966,12,1006
"Vanish (Firelight, #2)",Sophie Jordan,3.89,34743,15,1005
The End of Mr. Y,Scarlett Thomas,3.77,18327,12,1005
You're Never Weird on the Internet,Felicia Day,4.07,50389,13,1004
All Rhodes Lead Here,Mariana Zapata,4.21,164431,13,1004
"Dreams Made Flesh (The Black Jewels, #5)",Anne Bishop,4.34,17900,12,1003
"Nemesis (Miss Marple, #11)",Agatha Christie,3.87,44571,13,1003
George's Marvellous Medicine,Roald Dahl,4.02,99347,15,1003
"The Valley of Fear (Sherlock Holmes, #7)",Arthur Conan Doyle,3.96,55126,13,1002
"One Summer: America, 1927",Bill Bryson,4.1,54588,12,1002
"Bloodmarked (The Legendborn Cycle, #2)",Tracy Deonn,4.29,85137,11,1001
"Star Wars: Revenge of the Sith (Star Wars Novelizations, #3)",Matthew Woodring Stover,4.32,24194,12,1000
Origins,Angelo Tsanatelis,3.98,61,10,1000
The God Complex,Chris Titus,3.71,1463,10,1000
"Cold Days (The Dresden Files, #14)",Jim  Butcher,4.47,106133,12,1000
Curse of The Salute,Anastacia Moore,3.54,1896,10,1000
"We Got Zombies on the Lawn Again, Ma (Ax Handel's Special Zombie Notebooks, #1)",Donnie  Smith,3.6,127,10,1000
The Girl You Left Behind,Jojo Moyes,4.03,178999,12,1000
The Beech Tree,Don  Phelan,4.13,115,10,1000
"Akarnae (The Medoran Chronicles, #1)",Lynette Noni,4.2,14216,11,1000
"A Tale of Magic... (A Tale of Magic, #1)",Chris Colfer,4.26,27277,12,1000
The Complete Poetry and Prose,William Blake,4.26,16868,18,999
The Secret Agent,Joseph Conrad,3.58,24782,17,999
"Sons of Destiny (Cirque du Freak, #12)",Darren Shan,4.21,23765,12,999
"Dark Desire (Dark, #2)",Christine Feehan,4.19,32665,12,999
"I Am Not a Serial Killer (John Cleaver, #1)",Dan Wells,3.79,41840,13,999
The Manson File: Myth and Reality of an Outlaw Shaman,Nikolas Schreck,4.17,362,10,999
How To NOT Be An Idiot When You Get Divorced,Jaeson D. Rau,4.18,206,11,999
The Forgotten Lock,Damien Wolfe,4.88,188,10,999
Push,Sapphire,3.88,58898,14,998
Seize the Night (Dark-Hunter #6),Sherrilyn Kenyon,4.35,48703,15,998
The Death of Mrs. Westaway,Ruth Ware,3.8,199238,12,998
Crossing Lake Pontchartrain,Arthur  Byrd,5.0,42,10,998
Airframe,Michael Crichton,3.74,89071,12,997
Goblinheart,Brett Axel,4.37,194,10,997
"Talon (Talon, #1)",Julie Kagawa,3.76,33501,13,997
Temptation and Denial,Adam Nicke,4.61,167,10,997
"Sandry's Book (Circle of Magic, #1)",Tamora Pierce,4.03,45001,16,996
....Și la sfârșit a mai rămas coșmarul,Oliviu Crâznic,4.45,220,10,996
Mastery,Robert Greene,4.26,48612,11,996
Why We Never Repeat Jokes?,Ramzy Sweis,4.23,227,11,996
"A Closed and Common Orbit (Wayfarers, #2)",Becky Chambers,4.37,87914,12,996
Six Years,Harlan Coben,3.85,97001,11,995
"Muhammad, the World-Changer: An Intimate Portrait",Mohamad Jebara,4.47,594,10,995
The Call of the Wild / White Fang,Jack London,4.12,77942,15,994
The Death and Life of Charlie St. Cloud,Ben Sherwood,4.0,56061,11,994
"Cat & Mouse (Alex Cross, #4)",James  Patterson,4.04,81469,12,994
"Openly Straight (Openly Straight, #1)",Bill Konigsberg,3.85,34204,12,994
A Red Herring Without Mustard (Flavia de Luce #3),Alan Bradley,4.05,46701,14,994
"The Cartel (Power of the Dog, #2)",Don Winslow,4.36,38735,11,994
Chesapeake,James A. Michener,4.22,27272,15,993
Stumbling on Happiness,Daniel Todd Gilbert,3.82,63550,12,993
The Koalemos Initiative,P.H. Wilson,3.83,46,10,993
Diary of a Madman and Other Stories,Nikolai Gogol,4.07,22216,14,992
Scrappy Little Nobody,Anna Kendrick,3.85,105658,13,992
THE LIFE OF BOB & JEAN,Sivan Shriki,5.0,16,10,992
"Dragonsdawn (Pern, #9)",Anne McCaffrey,4.23,41504,15,991
Scary Stories to Tell in the Dark,Alvin Schwartz,4.05,72710,13,991
The Bone Clocks,David  Mitchell,3.85,100217,12,991
"Faceless Killers (Wallander, #1)",Henning Mankell,3.76,78853,13,991
Covid and other demons: the untold story behind the covid (Twisted Needle Book 1),Eldo Ermenegildo Frezza,4.77,13,10,991
The Rootless,Angelo Tsanatelis,4.37,35,10,990
Moon Over Manifest,Clare Vanderpool,4.04,35977,11,990
Grim Fairy Tales,Adam Nicke,4.55,141,10,990
Marriage for One,Ella Maise,3.84,104141,11,990
"Haunted (Women of the Otherworld, #5)",Kelley Armstrong,4.08,27699,14,989
The Drowned World,J.G. Ballard,3.47,20639,14,988
Only Forward,Michael Marshall Smith,4.22,6134,11,988
Ceremony,Leslie Marmon Silko,3.84,26430,12,987
Light a Penny Candle,Maeve Binchy,3.98,22631,15,987
"The Extraordinary Education of Nicholas Benedict (The Mysterious Benedict Society, #0)",Trenton Lee Stewart,4.37,19880,11,987
"His Last Bow (Sherlock Holmes, #8)",Arthur Conan Doyle,4.23,46831,12,987
Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,3.97,16412,11,987
Fairy Tale,Stephen  King,4.09,334979,13,987
The Fool's Progress,Edward Abbey,4.22,3829,12,986
"The Kingdom of Copper (The Daevabad Trilogy, #2)",S.A. Chakraborty,4.38,90468,11,986
"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",Betty MacDonald,4.16,55165,17,985
"A Lick of Frost (Merry Gentry, #6)",Laurell K. Hamilton,4.16,33426,13,985
Rumble Fish,S.E. Hinton,3.8,26357,14,985
Çalıkuşu,Reşat Nuri Güntekin,4.32,18474,11,985
The Bastard of Istanbul,Elif Shafak,3.88,64038,11,985
One Plus One,Jojo Moyes,3.97,192693,11,984
I Am Not Your Perfect Mexican Daughter,Erika L. Sánchez,4.0,82695,11,984
"Mad Love (DCYE, #3)",Lynessa Layne,4.38,216,10,984
Giants in the Earth,O.E. Rølvaag,4.02,7207,12,983
The Soft Machine (The Nova Trilogy #1),William S. Burroughs,3.43,7044,11,983
The Argonauts,Maggie Nelson,4.02,56100,11,983
"Lords of the North (The Saxon Stories, #3)",Bernard Cornwell,4.36,52533,13,982
"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",Michael    Connelly,4.13,94247,12,982
The Devil All the Time,Donald Ray Pollock,4.14,40938,11,982
The Last Sunset,Bob Atkinson,4.17,218,10,982
"Raven's Gate (Power of Five, #1)",Anthony Horowitz,3.9,28745,14,982
"Erebos (Erebos, #1)",Ursula Poznanski,4.08,28690,11,982
"Dissolution (Matthew Shardlake, #1)",C.J. Sansom,4.06,61285,14,981
"Alienated (Alienated, #1)",Melissa Landers,3.88,23575,11,981
I Let You Go,Clare Mackintosh,4.03,156483,11,981
"The Awakening (Zodiac Academy, #1)",Caroline Peckham,3.82,413088,11,981
You Are the Placebo: Making Your Mind Matter,Joe Dispenza,4.25,14016,10,981
"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,4.27,27062,12,980
"The Girl Who Could Fly (Piper McCloud, #1)",Victoria Forester,4.1,17363,11,980
"Third Grave Dead Ahead (Charley Davidson, #3)",Darynda Jones,4.35,47342,13,980
"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,4.05,142751,13,980
Breasts and Eggs,Mieko Kawakami,3.85,80113,10,980
"A Pocket Full of Rye  (Miss Marple, #6)",Agatha Christie,3.93,53158,15,979
Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,4.17,105707,11,979
Sister,Rosamund Lupton,3.77,55441,13,979
Gargantua and Pantagruel,François Rabelais,3.65,16196,16,978
"Hell Bent (Alex Stern, #2)",Leigh Bardugo,4.11,178046,11,978
Tom's Midnight Garden,Philippa Pearce,4.05,27788,13,977
"The Threat Below (Brathius History, #1)",Jason Latshaw,4.1,1628,11,977
Leading Hybrid and Remote Teams: A Manual on Benchmarking to Best Practices for Competitive Advantage,Gleb Tsipursky,4.35,57,10,977
So You've Been Publicly Shamed,Jon Ronson,3.93,65696,12,977
The Singing Trees,Boo Walker,4.23,44941,10,977
"Jesus the Christ: A Study of the Messiah and His Mission According to Holy Scriptures, Both Ancient and Modern",James E. Talmage,4.62,23503,11,976
"The Captive Part II / The Power (The Secret Circle, #2-3)",L.J. Smith,4.09,19661,14,976
Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,3.88,93953,11,976
"A Crystal of Time (The School for Good and Evil: The Camelot Years, #2)",Soman Chainani,4.27,21251,12,976
The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,4.21,39975,11,976
Once There Were Wolves,Charlotte McConaghy,4.09,120691,11,976
My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,3.79,111733,13,975
The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,Douglas Adams,4.5,36587,13,975
Valentine,Julie Mannino,4.15,121,12,975
Facing the Mountain: A True Story of Japanese American Heroes in World War II,Daniel James Brown,4.48,12282,10,975
"Cause of Death (Kay Scarpetta, #7)",Patricia Cornwell,3.95,55423,13,974
Orthodoxy,G.K. Chesterton,4.19,41980,11,974
"The Sanatorium (Detective Elin Warner, #1)",Sarah  Pearse,3.36,200585,12,974
Vernon God Little,D.B.C. Pierre,3.61,33717,13,973
The Irish Boarding House (The Irish Boarding House #1),Sandy Taylor,4.13,14353,10,973
Saving Noah,Lucinda Berry,3.9,160176,10,973
The Final Steps: A Harbor Springs Cozy Legal Mystery,Mark M. Bello,4.33,406,11,973
The Girl Next Door,Jack Ketchum,3.92,54970,11,972
"In the Night Garden (The Orphan's Tales, #1)",Catherynne M. Valente,4.03,9273,12,972
الطنطورية,Radwa Ashour,4.36,28929,11,972
Make Way for Ducklings,Robert McCloskey,4.25,90823,16,971
How to Kill a Rock Star,Tiffanie DeBartolo,4.06,15756,10,971
"The Fever Code (The Maze Runner, #5)",James Dashner,4.03,82407,12,971
The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,4.36,37287,11,971
Beyond the Moonlit Sea,Julianne MacLean,4.15,48670,10,971
"The Ugly Truth (Diary of a Wimpy Kid, #5)",Jeff Kinney,4.18,142405,12,970
"Fallout (Crank, #3)",Ellen Hopkins,4.25,39754,13,970
"The Twelve (The Passage, #2)",Justin Cronin,4.03,106044,12,970
"I, the Sun",Janet E. Morris,4.2,460,10,970
"Transfer of Power (Mitch Rapp, #3)",Vince Flynn,4.35,60259,13,970
"Mortal Coil (Skulduggery Pleasant, #5)",Derek Landy,4.45,23463,11,969
"The Scar (New Crobuzon, #2)",China Miéville,4.19,34670,11,969
Lonely Castle in the Mirror,Mizuki Tsujimura,4.23,38931,10,969
"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,4.06,642454,10,969
The Little White Horse,Elizabeth Goudge,4.08,15224,11,968
"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,4.26,160603,11,968
"Dawn (Warriors: The New Prophecy, #3)",Erin Hunter,4.31,37300,14,967
"Skin Game (The Dresden Files, #15)",Jim  Butcher,4.56,92018,12,967
Ellen Foster,Kaye Gibbons,3.79,32030,14,966
Life Expectancy,Dean Koontz,4.02,39693,14,966
"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",Louise Penny,4.21,108251,12,966
Greenlights,Matthew McConaughey,4.2,451257,12,966
"Twilight: The Graphic Novel, Vol. 1",Young Kim,3.9,59010,13,965
"Grave Sight (Harper Connelly, #1)",Charlaine Harris,3.87,66341,14,965
"The Mighty Storm (The Storm, #1)",Samantha Towle,4.14,74306,12,965
أحببتك أكثر مما ينبغي,أثير عبدالله النشمي,3.55,54759,11,965
The Fifth Mountain,Paulo Coelho,3.63,46106,11,964
"Origins (The Vampire Diaries: Stefan's Diaries, #1)",L.J. Smith,4.13,97955,13,964
